attribute,global_step,epoch,train_loss,eval_loss,learning_rate,grad_norm,timestamp
verbosity,600,2.391022,0.53010243,0.79889623,2.01039522611e-05,0.28515625,2026-07-01T11:57:07.846142+00:00
verbosity,610,2.430923,0.68515532,,1.88779762931e-05,0.31640625,2026-07-01T11:57:17.714833+00:00
verbosity,610,2.430923,0.61743802,0.79869267,1.88779762931e-05,0.31640625,2026-07-01T11:57:23.272956+00:00
verbosity,620,2.470823,0.80251873,,1.77231108761e-05,0.38867188,2026-07-01T11:57:34.475398+00:00
verbosity,620,2.470823,1.19639039,0.79873884,1.77231108761e-05,0.38867188,2026-07-01T11:57:40.039271+00:00
verbosity,630,2.510723,0.71925423,,1.66416295017e-05,0.41015625,2026-07-01T11:57:51.268943+00:00
verbosity,630,2.510723,0.82985282,0.79872335,1.66416295017e-05,0.41015625,2026-07-01T11:57:56.829178+00:00
verbosity,640,2.550623,0.68813177,,1.56356611961e-05,0.45507812,2026-07-01T11:58:06.857784+00:00
verbosity,640,2.550623,0.79459810,0.79854174,1.56356611961e-05,0.45507812,2026-07-01T11:58:12.414956+00:00
verbosity,650,2.590524,0.72820237,,1.47071863289e-05,0.37500000,2026-07-01T11:58:21.587504+00:00
verbosity,650,2.590524,0.76442707,0.79862442,1.47071863289e-05,0.37500000,2026-07-01T11:58:27.144318+00:00
verbosity,660,2.630424,0.74167359,,1.38580327147e-05,0.35937500,2026-07-01T11:58:36.647410+00:00
verbosity,660,2.630424,0.80215412,0.79890118,1.38580327147e-05,0.35937500,2026-07-01T11:58:42.209625+00:00
verbosity,670,2.670324,0.69610668,,1.30898720146e-05,0.37890625,2026-07-01T11:58:52.808577+00:00
verbosity,670,2.670324,0.62951910,0.79851712,1.30898720146e-05,0.37890625,2026-07-01T11:58:58.371925+00:00
verbosity,680,2.710224,0.70122121,,1.24042164454e-05,0.38671875,2026-07-01T11:59:08.429734+00:00
verbosity,680,2.710224,0.57073694,0.79846810,1.24042164454e-05,0.38671875,2026-07-01T11:59:13.990656+00:00
verbosity,690,2.750125,0.67065609,,1.18024158026e-05,0.40429688,2026-07-01T11:59:23.718279+00:00
verbosity,690,2.750125,0.69741875,0.79876153,1.18024158026e-05,0.40429688,2026-07-01T11:59:29.283498+00:00
verbosity,700,2.790025,0.71087350,,1.12856548031e-05,0.39062500,2026-07-01T11:59:38.478173+00:00
verbosity,700,2.790025,0.60388666,0.79876826,1.12856548031e-05,0.39062500,2026-07-01T11:59:44.045474+00:00
verbosity,710,2.829925,0.80620767,,1.08549507532e-05,0.48046875,2026-07-01T11:59:53.807793+00:00
verbosity,710,2.829925,0.77471608,0.79843998,1.08549507532e-05,0.48046875,2026-07-01T11:59:59.370618+00:00
verbosity,720,2.869825,0.74402180,,1.05111515456e-05,0.46289062,2026-07-01T12:00:09.595223+00:00
verbosity,720,2.869825,0.88565224,0.79859195,1.05111515456e-05,0.46289062,2026-07-01T12:00:15.155178+00:00
verbosity,730,2.909726,0.69762263,,1.02549339905e-05,0.34570312,2026-07-01T12:00:25.122455+00:00
verbosity,730,2.909726,0.87458402,0.79856124,1.02549339905e-05,0.34570312,2026-07-01T12:00:30.684046+00:00
verbosity,740,2.949626,0.71020793,,1.0086802483e-05,0.36523438,2026-07-01T12:00:40.908514+00:00
verbosity,740,2.949626,0.75951248,0.79861418,1.0086802483e-05,0.36523438,2026-07-01T12:00:46.470952+00:00
verbosity,750,2.989526,0.73049459,,1.00070880101e-05,0.52734375,2026-07-01T12:00:57.033335+00:00
verbosity,750,2.989526,0.84501326,0.79848945,1.00070880101e-05,0.52734375,2026-07-01T12:01:02.593907+00:00
verbosity,753,3.000000,0.72074440,0.79839360,1.00004430115e-05,0.44335938,2026-07-01T12:01:10.446901+00:00
